# ---------------------------------------------------------------------
# XATOM HFS : electronic structure of atoms and more, v2.0.0-15-g9da229
#
# Job started at  :  8-Aug-2024 17:34:57
# ---------------------------------------------------------------------
# Atom: H
#   nuclear charge:    1
#   total electrons:   1
#   total charge:     +0
#   configuration: 1s1
#
# Computational method:
#   exchange functional: Slater (Latter tail correction)
#   correlation functional: none
#
# Grid for the spherical coordinate:
#   N =  200
#   L parameter =      1.0
#   Rmax(a.u.)  =     50.0
#   lmax  =    0
#
# SCF converged after    2 iterations
#   energy convergence  =  8.696E-09
#   density convergence =  3.223E-07
#
# Energies: 
# - zeroth-order energy (a.u.):
#   SUM of E_orb   =      -0.50000001  [       -13.61 eV ]
#   (SUM of E_kin) =       0.50000002
#   (Effec. pot E) =      -1.00000002
#
# - first-order energy (a.u.): with DFT formula
#   Kinetic E      =       0.50000002
#   E Latter corr  =      -0.19954786
#   Nuc-Elec pot E =      -1.00000002    One-Elec E =      -0.69954786
#
#   Hartree E      =       0.31251543
#   Exchange E     =      -0.31911226
#   Correlation E  =       0.00000000    Two-Elec E =      -0.00659683
#   ---------------------------------
#   Total Energy   =      -0.70614468  [       -19.22 eV ]
#
#                E(0)        E(1)
# |E_TOT|      -13.61      -19.22
#
# Orbital energies: 
#        n_occ        E(a.u.)          E(eV)         KE(eV)
#   1s       1    -0.50000001     -13.605692      13.605692
#
#              1s
# |SCF|    -13.61
#
# Radial wavefunction information (a.u.): (r_m: r_max where |u(r)| >  1.0E-08)
#              <r>       <r^2>         r_m   norm. err
#   1s       1.500       3.000      22.210    -1.8E-08
#
# Uniform grid parameters for continuum states:
#   N_uniform             =    4617
#   continuum_rmax(a.u.)  =      23.087 (internally determined)
#   dr(a.u.)              =   5.00E-03
#   threshold to determine r_m =   1.00E-08
#   continuum_rmax is just right next to r_m in radial grid.
#
# Photoabsorption cross section (in Mb):
P.E.(eV)        Total          1s 
   446.00000  1.64849E-04  1.64849E-04
   447.00000  1.63645E-04  1.63645E-04
   448.00000  1.62453E-04  1.62453E-04
   449.00000  1.61272E-04  1.61272E-04
   450.00000  1.60102E-04  1.60102E-04
   451.00000  1.58943E-04  1.58943E-04
   452.00000  1.57795E-04  1.57795E-04
   453.00000  1.56657E-04  1.56657E-04
   454.00000  1.55531E-04  1.55531E-04
   455.00000  1.54414E-04  1.54414E-04
   456.00000  1.53308E-04  1.53308E-04
   457.00000  1.52213E-04  1.52213E-04
   458.00000  1.51127E-04  1.51127E-04
   459.00000  1.50052E-04  1.50052E-04
   460.00000  1.48986E-04  1.48986E-04
   461.00000  1.47930E-04  1.47930E-04
   462.00000  1.46884E-04  1.46884E-04
   463.00000  1.45848E-04  1.45848E-04
   464.00000  1.44821E-04  1.44821E-04
   465.00000  1.43803E-04  1.43803E-04
   466.00000  1.42795E-04  1.42795E-04
   467.00000  1.41796E-04  1.41796E-04
   468.00000  1.40806E-04  1.40806E-04
   469.00000  1.39825E-04  1.39825E-04
   470.00000  1.38852E-04  1.38852E-04
   471.00000  1.37889E-04  1.37889E-04
   472.00000  1.36934E-04  1.36934E-04
   473.00000  1.35988E-04  1.35988E-04
   474.00000  1.35050E-04  1.35050E-04
   475.00000  1.34120E-04  1.34120E-04
   476.00000  1.33199E-04  1.33199E-04
   477.00000  1.32286E-04  1.32286E-04
   478.00000  1.31381E-04  1.31381E-04
   479.00000  1.30484E-04  1.30484E-04
   480.00000  1.29595E-04  1.29595E-04
   481.00000  1.28714E-04  1.28714E-04
   482.00000  1.27840E-04  1.27840E-04
   483.00000  1.26974E-04  1.26974E-04
   484.00000  1.26116E-04  1.26116E-04
   485.00000  1.25265E-04  1.25265E-04
   486.00000  1.24422E-04  1.24422E-04
   487.00000  1.23586E-04  1.23586E-04
   488.00000  1.22757E-04  1.22757E-04
   489.00000  1.21935E-04  1.21935E-04
   490.00000  1.21121E-04  1.21121E-04
   491.00000  1.20313E-04  1.20313E-04
   492.00000  1.19513E-04  1.19513E-04
   493.00000  1.18719E-04  1.18719E-04
   494.00000  1.17932E-04  1.17932E-04
   495.00000  1.17152E-04  1.17152E-04
   496.00000  1.16378E-04  1.16378E-04
   497.00000  1.15611E-04  1.15611E-04
   498.00000  1.14851E-04  1.14851E-04
   499.00000  1.14097E-04  1.14097E-04
   500.00000  1.13350E-04  1.13350E-04
   501.00000  1.12609E-04  1.12609E-04
   502.00000  1.11874E-04  1.11874E-04
   503.00000  1.11145E-04  1.11145E-04
   504.00000  1.10423E-04  1.10423E-04
   505.00000  1.09707E-04  1.09707E-04
   506.00000  1.08996E-04  1.08996E-04
   507.00000  1.08292E-04  1.08292E-04
   508.00000  1.07593E-04  1.07593E-04
   509.00000  1.06901E-04  1.06901E-04
   510.00000  1.06214E-04  1.06214E-04
   511.00000  1.05533E-04  1.05533E-04
   512.00000  1.04858E-04  1.04858E-04
   513.00000  1.04188E-04  1.04188E-04
   514.00000  1.03524E-04  1.03524E-04
   515.00000  1.02865E-04  1.02865E-04
   516.00000  1.02212E-04  1.02212E-04
   517.00000  1.01564E-04  1.01564E-04
   518.00000  1.00921E-04  1.00921E-04
   519.00000  1.00284E-04  1.00284E-04
   520.00000  9.96517E-05  9.96517E-05
   521.00000  9.90247E-05  9.90247E-05
   522.00000  9.84029E-05  9.84029E-05
   523.00000  9.77860E-05  9.77860E-05
   524.00000  9.71742E-05  9.71742E-05
   525.00000  9.65673E-05  9.65673E-05
   526.00000  9.59653E-05  9.59653E-05
   527.00000  9.53681E-05  9.53681E-05
   528.00000  9.47757E-05  9.47757E-05
   529.00000  9.41881E-05  9.41881E-05
   530.00000  9.36051E-05  9.36051E-05
   531.00000  9.30268E-05  9.30268E-05
   532.00000  9.24531E-05  9.24531E-05
   533.00000  9.18840E-05  9.18840E-05
   534.00000  9.13193E-05  9.13193E-05
   535.00000  9.07591E-05  9.07591E-05
   536.00000  9.02034E-05  9.02034E-05
   537.00000  8.96520E-05  8.96520E-05
   538.00000  8.91050E-05  8.91050E-05
   539.00000  8.85623E-05  8.85623E-05
   540.00000  8.80238E-05  8.80238E-05
   541.00000  8.74896E-05  8.74896E-05
   542.00000  8.69595E-05  8.69595E-05
   543.00000  8.64336E-05  8.64336E-05
   544.00000  8.59118E-05  8.59118E-05
   545.00000  8.53941E-05  8.53941E-05
   546.00000  8.48804E-05  8.48804E-05
   547.00000  8.43707E-05  8.43707E-05
   548.00000  8.38650E-05  8.38650E-05
   549.00000  8.33632E-05  8.33632E-05
   550.00000  8.28653E-05  8.28653E-05
   551.00000  8.23712E-05  8.23712E-05
   552.00000  8.18810E-05  8.18810E-05
   553.00000  8.13945E-05  8.13945E-05
   554.00000  8.09119E-05  8.09119E-05
   555.00000  8.04329E-05  8.04329E-05
   556.00000  7.99576E-05  7.99576E-05
   557.00000  7.94860E-05  7.94860E-05
   558.00000  7.90180E-05  7.90180E-05
   559.00000  7.85535E-05  7.85535E-05
   560.00000  7.80926E-05  7.80926E-05
   561.00000  7.76353E-05  7.76353E-05
   562.00000  7.71814E-05  7.71814E-05
   563.00000  7.67309E-05  7.67309E-05
   564.00000  7.62839E-05  7.62839E-05
   565.00000  7.58402E-05  7.58402E-05
   566.00000  7.53999E-05  7.53999E-05
   567.00000  7.49629E-05  7.49629E-05
   568.00000  7.45292E-05  7.45292E-05
   569.00000  7.40988E-05  7.40988E-05
   570.00000  7.36715E-05  7.36715E-05
   571.00000  7.32475E-05  7.32475E-05
   572.00000  7.28266E-05  7.28266E-05
   573.00000  7.24088E-05  7.24088E-05
   574.00000  7.19941E-05  7.19941E-05
   575.00000  7.15825E-05  7.15825E-05
   576.00000  7.11740E-05  7.11740E-05
   577.00000  7.07684E-05  7.07684E-05
   578.00000  7.03658E-05  7.03658E-05
   579.00000  6.99662E-05  6.99662E-05
   580.00000  6.95695E-05  6.95695E-05
   581.00000  6.91757E-05  6.91757E-05
   582.00000  6.87848E-05  6.87848E-05
   583.00000  6.83967E-05  6.83967E-05
   584.00000  6.80115E-05  6.80115E-05
   585.00000  6.76290E-05  6.76290E-05
   586.00000  6.72493E-05  6.72493E-05
   587.00000  6.68724E-05  6.68724E-05
   588.00000  6.64981E-05  6.64981E-05
   589.00000  6.61266E-05  6.61266E-05
   590.00000  6.57578E-05  6.57578E-05
   591.00000  6.53916E-05  6.53916E-05
   592.00000  6.50280E-05  6.50280E-05
   593.00000  6.46671E-05  6.46671E-05
   594.00000  6.43087E-05  6.43087E-05
   595.00000  6.39529E-05  6.39529E-05
   596.00000  6.35997E-05  6.35997E-05
   597.00000  6.32489E-05  6.32489E-05
   598.00000  6.29007E-05  6.29007E-05
   599.00000  6.25549E-05  6.25549E-05
   600.00000  6.22116E-05  6.22116E-05
   601.00000  6.18708E-05  6.18708E-05
   602.00000  6.15323E-05  6.15323E-05
   603.00000  6.11962E-05  6.11962E-05
   604.00000  6.08626E-05  6.08626E-05
   605.00000  6.05312E-05  6.05312E-05
   606.00000  6.02022E-05  6.02022E-05
   607.00000  5.98756E-05  5.98756E-05
   608.00000  5.95512E-05  5.95512E-05
   609.00000  5.92291E-05  5.92291E-05
   610.00000  5.89092E-05  5.89092E-05
   611.00000  5.85916E-05  5.85916E-05
   612.00000  5.82762E-05  5.82762E-05
   613.00000  5.79630E-05  5.79630E-05
   614.00000  5.76519E-05  5.76519E-05
   615.00000  5.73431E-05  5.73431E-05
   616.00000  5.70363E-05  5.70363E-05
   617.00000  5.67317E-05  5.67317E-05
   618.00000  5.64292E-05  5.64292E-05
   619.00000  5.61288E-05  5.61288E-05
   620.00000  5.58305E-05  5.58305E-05
   621.00000  5.55342E-05  5.55342E-05
   622.00000  5.52399E-05  5.52399E-05
   623.00000  5.49476E-05  5.49476E-05
   624.00000  5.46574E-05  5.46574E-05
   625.00000  5.43691E-05  5.43691E-05
   626.00000  5.40828E-05  5.40828E-05
   627.00000  5.37985E-05  5.37985E-05
   628.00000  5.35161E-05  5.35161E-05
   629.00000  5.32356E-05  5.32356E-05
   630.00000  5.29570E-05  5.29570E-05
   631.00000  5.26803E-05  5.26803E-05
   632.00000  5.24054E-05  5.24054E-05
   633.00000  5.21324E-05  5.21324E-05
   634.00000  5.18613E-05  5.18613E-05
   635.00000  5.15920E-05  5.15920E-05
   636.00000  5.13245E-05  5.13245E-05
   637.00000  5.10588E-05  5.10588E-05
   638.00000  5.07949E-05  5.07949E-05
   639.00000  5.05328E-05  5.05328E-05
   640.00000  5.02724E-05  5.02724E-05
   641.00000  5.00137E-05  5.00137E-05
   642.00000  4.97568E-05  4.97568E-05
   643.00000  4.95016E-05  4.95016E-05
   644.00000  4.92481E-05  4.92481E-05
   645.00000  4.89963E-05  4.89963E-05
   646.00000  4.87462E-05  4.87462E-05
   647.00000  4.84977E-05  4.84977E-05
   648.00000  4.82509E-05  4.82509E-05
   649.00000  4.80057E-05  4.80057E-05
   650.00000  4.77621E-05  4.77621E-05
   651.00000  4.75201E-05  4.75201E-05
   652.00000  4.72797E-05  4.72797E-05
   653.00000  4.70409E-05  4.70409E-05
   654.00000  4.68036E-05  4.68036E-05
   655.00000  4.65679E-05  4.65679E-05
   656.00000  4.63337E-05  4.63337E-05
   657.00000  4.61011E-05  4.61011E-05
   658.00000  4.58699E-05  4.58699E-05
   659.00000  4.56403E-05  4.56403E-05
   660.00000  4.54121E-05  4.54121E-05
   661.00000  4.51854E-05  4.51854E-05
   662.00000  4.49602E-05  4.49602E-05
   663.00000  4.47364E-05  4.47364E-05
   664.00000  4.45140E-05  4.45140E-05
   665.00000  4.42931E-05  4.42931E-05
   666.00000  4.40735E-05  4.40735E-05
   667.00000  4.38554E-05  4.38554E-05
   668.00000  4.36386E-05  4.36386E-05
   669.00000  4.34232E-05  4.34232E-05
   670.00000  4.32092E-05  4.32092E-05
   671.00000  4.29965E-05  4.29965E-05
   672.00000  4.27852E-05  4.27852E-05
   673.00000  4.25752E-05  4.25752E-05
   674.00000  4.23665E-05  4.23665E-05
   675.00000  4.21591E-05  4.21591E-05
   676.00000  4.19530E-05  4.19530E-05
   677.00000  4.17483E-05  4.17483E-05
   678.00000  4.15447E-05  4.15447E-05
   679.00000  4.13425E-05  4.13425E-05
   680.00000  4.11415E-05  4.11415E-05
   681.00000  4.09418E-05  4.09418E-05
   682.00000  4.07433E-05  4.07433E-05
   683.00000  4.05461E-05  4.05461E-05
   684.00000  4.03501E-05  4.03501E-05
   685.00000  4.01553E-05  4.01553E-05
   686.00000  3.99617E-05  3.99617E-05
   687.00000  3.97693E-05  3.97693E-05
   688.00000  3.95781E-05  3.95781E-05
   689.00000  3.93882E-05  3.93882E-05
   690.00000  3.91994E-05  3.91994E-05
   691.00000  3.90117E-05  3.90117E-05
   692.00000  3.88253E-05  3.88253E-05
   693.00000  3.86400E-05  3.86400E-05
   694.00000  3.84558E-05  3.84558E-05
   695.00000  3.82728E-05  3.82728E-05
   696.00000  3.80909E-05  3.80909E-05
   697.00000  3.79102E-05  3.79102E-05
   698.00000  3.77306E-05  3.77306E-05
   699.00000  3.75521E-05  3.75521E-05
   700.00000  3.73747E-05  3.73747E-05
   701.00000  3.71984E-05  3.71984E-05
   702.00000  3.70232E-05  3.70232E-05
   703.00000  3.68491E-05  3.68491E-05
   704.00000  3.66760E-05  3.66760E-05
   705.00000  3.65041E-05  3.65041E-05
   706.00000  3.63331E-05  3.63331E-05
   707.00000  3.61633E-05  3.61633E-05
   708.00000  3.59944E-05  3.59944E-05
   709.00000  3.58266E-05  3.58266E-05
   710.00000  3.56599E-05  3.56599E-05
   711.00000  3.54941E-05  3.54941E-05
   712.00000  3.53294E-05  3.53294E-05
   713.00000  3.51656E-05  3.51656E-05
   714.00000  3.50029E-05  3.50029E-05
   715.00000  3.48411E-05  3.48411E-05
   716.00000  3.46803E-05  3.46803E-05
   717.00000  3.45204E-05  3.45204E-05
   718.00000  3.43615E-05  3.43615E-05
   719.00000  3.42036E-05  3.42036E-05
   720.00000  3.40466E-05  3.40466E-05
   721.00000  3.38905E-05  3.38905E-05
   722.00000  3.37354E-05  3.37354E-05
   723.00000  3.35812E-05  3.35812E-05
   724.00000  3.34279E-05  3.34279E-05
   725.00000  3.32754E-05  3.32754E-05
   726.00000  3.31239E-05  3.31239E-05
   727.00000  3.29733E-05  3.29733E-05
   728.00000  3.28235E-05  3.28235E-05
   729.00000  3.26746E-05  3.26746E-05
   730.00000  3.25265E-05  3.25265E-05
   731.00000  3.23794E-05  3.23794E-05
   732.00000  3.22330E-05  3.22330E-05
   733.00000  3.20875E-05  3.20875E-05
   734.00000  3.19429E-05  3.19429E-05
   735.00000  3.17990E-05  3.17990E-05
   736.00000  3.16560E-05  3.16560E-05
   737.00000  3.15138E-05  3.15138E-05
   738.00000  3.13725E-05  3.13725E-05
   739.00000  3.12319E-05  3.12319E-05
   740.00000  3.10921E-05  3.10921E-05
   741.00000  3.09532E-05  3.09532E-05
   742.00000  3.08150E-05  3.08150E-05
   743.00000  3.06776E-05  3.06776E-05
   744.00000  3.05410E-05  3.05410E-05
   745.00000  3.04051E-05  3.04051E-05
   746.00000  3.02701E-05  3.02701E-05
   747.00000  3.01358E-05  3.01358E-05
   748.00000  3.00023E-05  3.00023E-05
   749.00000  2.98695E-05  2.98695E-05
   750.00000  2.97375E-05  2.97375E-05
   751.00000  2.96062E-05  2.96062E-05
   752.00000  2.94757E-05  2.94757E-05
   753.00000  2.93459E-05  2.93459E-05
   754.00000  2.92168E-05  2.92168E-05
   755.00000  2.90885E-05  2.90885E-05
   756.00000  2.89609E-05  2.89609E-05
   757.00000  2.88341E-05  2.88341E-05
   758.00000  2.87079E-05  2.87079E-05
   759.00000  2.85825E-05  2.85825E-05
   760.00000  2.84578E-05  2.84578E-05
   761.00000  2.83338E-05  2.83338E-05
   762.00000  2.82104E-05  2.82104E-05
   763.00000  2.80878E-05  2.80878E-05
   764.00000  2.79659E-05  2.79659E-05
   765.00000  2.78447E-05  2.78447E-05
   766.00000  2.77241E-05  2.77241E-05
   767.00000  2.76043E-05  2.76043E-05
   768.00000  2.74851E-05  2.74851E-05
   769.00000  2.73666E-05  2.73666E-05
   770.00000  2.72487E-05  2.72487E-05
   771.00000  2.71315E-05  2.71315E-05
   772.00000  2.70150E-05  2.70150E-05
   773.00000  2.68991E-05  2.68991E-05
   774.00000  2.67839E-05  2.67839E-05
   775.00000  2.66693E-05  2.66693E-05
   776.00000  2.65554E-05  2.65554E-05
   777.00000  2.64421E-05  2.64421E-05
   778.00000  2.63294E-05  2.63294E-05
   779.00000  2.62174E-05  2.62174E-05
   780.00000  2.61060E-05  2.61060E-05
   781.00000  2.59952E-05  2.59952E-05
   782.00000  2.58850E-05  2.58850E-05
   783.00000  2.57754E-05  2.57754E-05
   784.00000  2.56664E-05  2.56664E-05
   785.00000  2.55580E-05  2.55580E-05
   786.00000  2.54502E-05  2.54502E-05
   787.00000  2.53431E-05  2.53431E-05
   788.00000  2.52365E-05  2.52365E-05
   789.00000  2.51305E-05  2.51305E-05
   790.00000  2.50250E-05  2.50250E-05
   791.00000  2.49202E-05  2.49202E-05
   792.00000  2.48159E-05  2.48159E-05
   793.00000  2.47122E-05  2.47122E-05
   794.00000  2.46090E-05  2.46090E-05
   795.00000  2.45064E-05  2.45064E-05
   796.00000  2.44044E-05  2.44044E-05
   797.00000  2.43029E-05  2.43029E-05
   798.00000  2.42020E-05  2.42020E-05
   799.00000  2.41016E-05  2.41016E-05
   800.00000  2.40018E-05  2.40018E-05
   801.00000  2.39025E-05  2.39025E-05
   802.00000  2.38037E-05  2.38037E-05
   803.00000  2.37054E-05  2.37054E-05
   804.00000  2.36077E-05  2.36077E-05
   805.00000  2.35105E-05  2.35105E-05
   806.00000  2.34139E-05  2.34139E-05
   807.00000  2.33177E-05  2.33177E-05
   808.00000  2.32220E-05  2.32220E-05
   809.00000  2.31269E-05  2.31269E-05
   810.00000  2.30323E-05  2.30323E-05
   811.00000  2.29381E-05  2.29381E-05
   812.00000  2.28445E-05  2.28445E-05
   813.00000  2.27513E-05  2.27513E-05
   814.00000  2.26587E-05  2.26587E-05
   815.00000  2.25665E-05  2.25665E-05
   816.00000  2.24748E-05  2.24748E-05
   817.00000  2.23836E-05  2.23836E-05
   818.00000  2.22928E-05  2.22928E-05
   819.00000  2.22025E-05  2.22025E-05
   820.00000  2.21127E-05  2.21127E-05
   821.00000  2.20234E-05  2.20234E-05
   822.00000  2.19345E-05  2.19345E-05
   823.00000  2.18461E-05  2.18461E-05
   824.00000  2.17581E-05  2.17581E-05
   825.00000  2.16706E-05  2.16706E-05
   826.00000  2.15835E-05  2.15835E-05
   827.00000  2.14969E-05  2.14969E-05
   828.00000  2.14107E-05  2.14107E-05
   829.00000  2.13249E-05  2.13249E-05
   830.00000  2.12396E-05  2.12396E-05
   831.00000  2.11547E-05  2.11547E-05
   832.00000  2.10702E-05  2.10702E-05
   833.00000  2.09862E-05  2.09862E-05
   834.00000  2.09025E-05  2.09025E-05
   835.00000  2.08194E-05  2.08194E-05
   836.00000  2.07366E-05  2.07366E-05
   837.00000  2.06542E-05  2.06542E-05
   838.00000  2.05723E-05  2.05723E-05
   839.00000  2.04907E-05  2.04907E-05
   840.00000  2.04096E-05  2.04096E-05
   841.00000  2.03289E-05  2.03289E-05
   842.00000  2.02485E-05  2.02485E-05
   843.00000  2.01686E-05  2.01686E-05
   844.00000  2.00891E-05  2.00891E-05
   845.00000  2.00100E-05  2.00100E-05
   846.00000  1.99313E-05  1.99313E-05
   847.00000  1.98529E-05  1.98529E-05
   848.00000  1.97750E-05  1.97750E-05
   849.00000  1.96975E-05  1.96975E-05
   850.00000  1.96203E-05  1.96203E-05
   851.00000  1.95436E-05  1.95436E-05
   852.00000  1.94672E-05  1.94672E-05
   853.00000  1.93912E-05  1.93912E-05
   854.00000  1.93156E-05  1.93156E-05
   855.00000  1.92404E-05  1.92404E-05
   856.00000  1.91656E-05  1.91656E-05
   857.00000  1.90911E-05  1.90911E-05
   858.00000  1.90171E-05  1.90171E-05
   859.00000  1.89434E-05  1.89434E-05
   860.00000  1.88701E-05  1.88701E-05
   861.00000  1.87971E-05  1.87971E-05
   862.00000  1.87246E-05  1.87246E-05
   863.00000  1.86524E-05  1.86524E-05
   864.00000  1.85805E-05  1.85805E-05
   865.00000  1.85091E-05  1.85091E-05
   866.00000  1.84380E-05  1.84380E-05
   867.00000  1.83673E-05  1.83673E-05
   868.00000  1.82969E-05  1.82969E-05
   869.00000  1.82269E-05  1.82269E-05
   870.00000  1.81573E-05  1.81573E-05
   871.00000  1.80880E-05  1.80880E-05
   872.00000  1.80191E-05  1.80191E-05
   873.00000  1.79505E-05  1.79505E-05
   874.00000  1.78823E-05  1.78823E-05
   875.00000  1.78144E-05  1.78144E-05
   876.00000  1.77468E-05  1.77468E-05
   877.00000  1.76796E-05  1.76796E-05
   878.00000  1.76128E-05  1.76128E-05
   879.00000  1.75463E-05  1.75463E-05
   880.00000  1.74801E-05  1.74801E-05
   881.00000  1.74142E-05  1.74142E-05
   882.00000  1.73487E-05  1.73487E-05
   883.00000  1.72835E-05  1.72835E-05
   884.00000  1.72187E-05  1.72187E-05
   885.00000  1.71541E-05  1.71541E-05
   886.00000  1.70899E-05  1.70899E-05
   887.00000  1.70260E-05  1.70260E-05
   888.00000  1.69624E-05  1.69624E-05
   889.00000  1.68991E-05  1.68991E-05
   890.00000  1.68361E-05  1.68361E-05
   891.00000  1.67734E-05  1.67734E-05
   892.00000  1.67110E-05  1.67110E-05
   893.00000  1.66489E-05  1.66489E-05
   894.00000  1.65871E-05  1.65871E-05
   895.00000  1.65257E-05  1.65257E-05
   896.00000  1.64645E-05  1.64645E-05
   897.00000  1.64035E-05  1.64035E-05
   898.00000  1.63429E-05  1.63429E-05
   899.00000  1.62826E-05  1.62826E-05
   900.00000  1.62225E-05  1.62225E-05
   901.00000  1.61628E-05  1.61628E-05
   902.00000  1.61033E-05  1.61033E-05
   903.00000  1.60440E-05  1.60440E-05
   904.00000  1.59851E-05  1.59851E-05
   905.00000  1.59264E-05  1.59264E-05
   906.00000  1.58680E-05  1.58680E-05
   907.00000  1.58098E-05  1.58098E-05
   908.00000  1.57520E-05  1.57520E-05
   909.00000  1.56944E-05  1.56944E-05
   910.00000  1.56370E-05  1.56370E-05
   911.00000  1.55799E-05  1.55799E-05
   912.00000  1.55231E-05  1.55231E-05
   913.00000  1.54665E-05  1.54665E-05
   914.00000  1.54102E-05  1.54102E-05
   915.00000  1.53541E-05  1.53541E-05
   916.00000  1.52983E-05  1.52983E-05
   917.00000  1.52428E-05  1.52428E-05
   918.00000  1.51875E-05  1.51875E-05
   919.00000  1.51324E-05  1.51324E-05
   920.00000  1.50776E-05  1.50776E-05
   921.00000  1.50231E-05  1.50231E-05
   922.00000  1.49688E-05  1.49688E-05
   923.00000  1.49147E-05  1.49147E-05
   924.00000  1.48609E-05  1.48609E-05
   925.00000  1.48074E-05  1.48074E-05
   926.00000  1.47540E-05  1.47540E-05
   927.00000  1.47009E-05  1.47009E-05
   928.00000  1.46481E-05  1.46481E-05
   929.00000  1.45955E-05  1.45955E-05
   930.00000  1.45431E-05  1.45431E-05
   931.00000  1.44910E-05  1.44910E-05
   932.00000  1.44391E-05  1.44391E-05
   933.00000  1.43875E-05  1.43875E-05
   934.00000  1.43361E-05  1.43361E-05
   935.00000  1.42849E-05  1.42849E-05
   936.00000  1.42340E-05  1.42340E-05
   937.00000  1.41833E-05  1.41833E-05
   938.00000  1.41328E-05  1.41328E-05
   939.00000  1.40826E-05  1.40826E-05
   940.00000  1.40325E-05  1.40325E-05
   941.00000  1.39828E-05  1.39828E-05
   942.00000  1.39332E-05  1.39332E-05
   943.00000  1.38839E-05  1.38839E-05
   944.00000  1.38348E-05  1.38348E-05
   945.00000  1.37859E-05  1.37859E-05
   946.00000  1.37373E-05  1.37373E-05
   947.00000  1.36889E-05  1.36889E-05
   948.00000  1.36407E-05  1.36407E-05
   949.00000  1.35927E-05  1.35927E-05
   950.00000  1.35449E-05  1.35449E-05
   951.00000  1.34974E-05  1.34974E-05
   952.00000  1.34501E-05  1.34501E-05
   953.00000  1.34030E-05  1.34030E-05
   954.00000  1.33561E-05  1.33561E-05
   955.00000  1.33094E-05  1.33094E-05
   956.00000  1.32630E-05  1.32630E-05
   957.00000  1.32167E-05  1.32167E-05
   958.00000  1.31707E-05  1.31707E-05
   959.00000  1.31249E-05  1.31249E-05
   960.00000  1.30793E-05  1.30793E-05
   961.00000  1.30339E-05  1.30339E-05
   962.00000  1.29887E-05  1.29887E-05
   963.00000  1.29437E-05  1.29437E-05
   964.00000  1.28990E-05  1.28990E-05
   965.00000  1.28544E-05  1.28544E-05
   966.00000  1.28101E-05  1.28101E-05
   967.00000  1.27659E-05  1.27659E-05
   968.00000  1.27220E-05  1.27220E-05
   969.00000  1.26782E-05  1.26782E-05
   970.00000  1.26347E-05  1.26347E-05
   971.00000  1.25913E-05  1.25913E-05
   972.00000  1.25482E-05  1.25482E-05
   973.00000  1.25052E-05  1.25052E-05
   974.00000  1.24625E-05  1.24625E-05
   975.00000  1.24199E-05  1.24199E-05
   976.00000  1.23776E-05  1.23776E-05
   977.00000  1.23354E-05  1.23354E-05
   978.00000  1.22934E-05  1.22934E-05
   979.00000  1.22517E-05  1.22517E-05
   980.00000  1.22101E-05  1.22101E-05
   981.00000  1.21687E-05  1.21687E-05
   982.00000  1.21275E-05  1.21275E-05
   983.00000  1.20864E-05  1.20864E-05
   984.00000  1.20456E-05  1.20456E-05
   985.00000  1.20049E-05  1.20049E-05
   986.00000  1.19645E-05  1.19645E-05
   987.00000  1.19242E-05  1.19242E-05
   988.00000  1.18841E-05  1.18841E-05
   989.00000  1.18441E-05  1.18441E-05
   990.00000  1.18044E-05  1.18044E-05
   991.00000  1.17648E-05  1.17648E-05
   992.00000  1.17254E-05  1.17254E-05
   993.00000  1.16862E-05  1.16862E-05
   994.00000  1.16471E-05  1.16471E-05
   995.00000  1.16082E-05  1.16082E-05
   996.00000  1.15695E-05  1.15695E-05
   997.00000  1.15309E-05  1.15309E-05
   998.00000  1.14925E-05  1.14925E-05
   999.00000  1.14543E-05  1.14543E-05
  1000.00000  1.14163E-05  1.14163E-05
  1001.00000  1.13784E-05  1.13784E-05
  1002.00000  1.13406E-05  1.13406E-05
  1003.00000  1.13031E-05  1.13031E-05
  1004.00000  1.12656E-05  1.12656E-05
  1005.00000  1.12284E-05  1.12284E-05
  1006.00000  1.11913E-05  1.11913E-05
  1007.00000  1.11543E-05  1.11543E-05
  1008.00000  1.11175E-05  1.11175E-05
  1009.00000  1.10808E-05  1.10808E-05
  1010.00000  1.10443E-05  1.10443E-05
  1011.00000  1.10080E-05  1.10080E-05
  1012.00000  1.09718E-05  1.09718E-05
  1013.00000  1.09357E-05  1.09357E-05
  1014.00000  1.08998E-05  1.08998E-05
  1015.00000  1.08640E-05  1.08640E-05
  1016.00000  1.08284E-05  1.08284E-05
  1017.00000  1.07929E-05  1.07929E-05
  1018.00000  1.07575E-05  1.07575E-05
  1019.00000  1.07223E-05  1.07223E-05
  1020.00000  1.06873E-05  1.06873E-05
  1021.00000  1.06523E-05  1.06523E-05
  1022.00000  1.06175E-05  1.06175E-05
  1023.00000  1.05829E-05  1.05829E-05
  1024.00000  1.05483E-05  1.05483E-05
  1025.00000  1.05139E-05  1.05139E-05
  1026.00000  1.04797E-05  1.04797E-05
  1027.00000  1.04456E-05  1.04456E-05
  1028.00000  1.04116E-05  1.04116E-05
  1029.00000  1.03777E-05  1.03777E-05
  1030.00000  1.03440E-05  1.03440E-05
  1031.00000  1.03104E-05  1.03104E-05
  1032.00000  1.02770E-05  1.02770E-05
  1033.00000  1.02437E-05  1.02437E-05
  1034.00000  1.02105E-05  1.02105E-05
  1035.00000  1.01774E-05  1.01774E-05
  1036.00000  1.01445E-05  1.01445E-05
