# ---------------------------------------------------------------------
# XATOM HFS : electronic structure of atoms and more, v2.0.0-15-g9da229
#
# Job started at  : 23-Jun-2026 18:17:36
# ---------------------------------------------------------------------
# Atom: He
#   nuclear charge:    2
#   total electrons:   2
#   total charge:     +0
#   configuration: 1s2
#
# Computational method:
#   exchange functional: Slater (Latter tail correction)
#   correlation functional: none
#
# Grid for the spherical coordinate:
#   N =  200
#   L parameter =      1.0
#   Rmax(a.u.)  =     50.0
#   lmax  =    0
#
# SCF converged after   16 iterations
#   energy convergence  = -6.936E-08
#   density convergence =  1.710E-07
#
# Energies: 
# - zeroth-order energy (a.u.):
#   SUM of E_orb   =      -1.72124739  [       -46.84 eV ]
#   (SUM of E_kin) =       2.89208141
#   (Effec. pot E) =      -4.61332880
#
# - first-order energy (a.u.): with DFT formula
#   Kinetic E      =       2.89208141
#   E Latter corr  =      -0.15721986
#   Nuc-Elec pot E =      -6.76951375    One-Elec E =      -4.03465219
#
#   Hartree E      =       2.03607350
#   Exchange E     =      -1.31905664
#   Correlation E  =       0.00000000    Two-Elec E =       0.71701685
#   ---------------------------------
#   Total Energy   =      -3.31763534  [       -90.28 eV ]
#
#                E(0)        E(1)
# |E_TOT|      -46.84      -90.28
#
# Orbital energies: 
#        n_occ        E(a.u.)          E(eV)         KE(eV)
#   1s       2    -0.86062370     -23.418761      39.348768
#
#              1s
# |SCF|    -23.42
#
# Radial wavefunction information (a.u.): (r_m: r_max where |u(r)| >  1.0E-08)
#              <r>       <r^2>         r_m   norm. err
#   1s       0.940       1.234      16.430    -1.2E-08
#
# Uniform grid parameters for continuum states:
#   N_uniform             =    3302
#   continuum_rmax(a.u.)  =      16.513 (internally determined)
#   dr(a.u.)              =   5.00E-03
#   threshold to determine r_m =   1.00E-08
#   continuum_rmax is just right next to r_m in radial grid.
#
# Photoabsorption cross section (in Mb):
P.E.(eV)        Total          1s 
   462.00000  4.78088E-03  4.78088E-03
   463.00000  4.74892E-03  4.74892E-03
   464.00000  4.71723E-03  4.71723E-03
   465.00000  4.68581E-03  4.68581E-03
   466.00000  4.65466E-03  4.65466E-03
   467.00000  4.62378E-03  4.62378E-03
   468.00000  4.59316E-03  4.59316E-03
   469.00000  4.56280E-03  4.56280E-03
   470.00000  4.53269E-03  4.53269E-03
   471.00000  4.50285E-03  4.50285E-03
   472.00000  4.47325E-03  4.47325E-03
   473.00000  4.44390E-03  4.44390E-03
   474.00000  4.41481E-03  4.41481E-03
   475.00000  4.38595E-03  4.38595E-03
   476.00000  4.35734E-03  4.35734E-03
   477.00000  4.32897E-03  4.32897E-03
   478.00000  4.30083E-03  4.30083E-03
   479.00000  4.27293E-03  4.27293E-03
   480.00000  4.24526E-03  4.24526E-03
   481.00000  4.21782E-03  4.21782E-03
   482.00000  4.19061E-03  4.19061E-03
   483.00000  4.16363E-03  4.16363E-03
   484.00000  4.13686E-03  4.13686E-03
   485.00000  4.11032E-03  4.11032E-03
   486.00000  4.08400E-03  4.08400E-03
   487.00000  4.05789E-03  4.05789E-03
   488.00000  4.03200E-03  4.03200E-03
   489.00000  4.00632E-03  4.00632E-03
   490.00000  3.98084E-03  3.98084E-03
   491.00000  3.95558E-03  3.95558E-03
   492.00000  3.93052E-03  3.93052E-03
   493.00000  3.90567E-03  3.90567E-03
   494.00000  3.88101E-03  3.88101E-03
   495.00000  3.85656E-03  3.85656E-03
   496.00000  3.83230E-03  3.83230E-03
   497.00000  3.80824E-03  3.80824E-03
   498.00000  3.78438E-03  3.78438E-03
   499.00000  3.76070E-03  3.76070E-03
   500.00000  3.73722E-03  3.73722E-03
   501.00000  3.71392E-03  3.71392E-03
   502.00000  3.69081E-03  3.69081E-03
   503.00000  3.66788E-03  3.66788E-03
   504.00000  3.64513E-03  3.64513E-03
   505.00000  3.62257E-03  3.62257E-03
   506.00000  3.60019E-03  3.60019E-03
   507.00000  3.57798E-03  3.57798E-03
   508.00000  3.55595E-03  3.55595E-03
   509.00000  3.53409E-03  3.53409E-03
   510.00000  3.51240E-03  3.51240E-03
   511.00000  3.49089E-03  3.49089E-03
   512.00000  3.46954E-03  3.46954E-03
   513.00000  3.44836E-03  3.44836E-03
   514.00000  3.42735E-03  3.42735E-03
   515.00000  3.40650E-03  3.40650E-03
   516.00000  3.38581E-03  3.38581E-03
   517.00000  3.36529E-03  3.36529E-03
   518.00000  3.34492E-03  3.34492E-03
   519.00000  3.32471E-03  3.32471E-03
   520.00000  3.30466E-03  3.30466E-03
   521.00000  3.28476E-03  3.28476E-03
   522.00000  3.26502E-03  3.26502E-03
   523.00000  3.24543E-03  3.24543E-03
   524.00000  3.22599E-03  3.22599E-03
   525.00000  3.20670E-03  3.20670E-03
   526.00000  3.18755E-03  3.18755E-03
   527.00000  3.16856E-03  3.16856E-03
   528.00000  3.14971E-03  3.14971E-03
   529.00000  3.13100E-03  3.13100E-03
   530.00000  3.11243E-03  3.11243E-03
   531.00000  3.09401E-03  3.09401E-03
   532.00000  3.07573E-03  3.07573E-03
   533.00000  3.05758E-03  3.05758E-03
   534.00000  3.03957E-03  3.03957E-03
   535.00000  3.02170E-03  3.02170E-03
   536.00000  3.00396E-03  3.00396E-03
   537.00000  2.98636E-03  2.98636E-03
   538.00000  2.96889E-03  2.96889E-03
   539.00000  2.95155E-03  2.95155E-03
   540.00000  2.93434E-03  2.93434E-03
   541.00000  2.91725E-03  2.91725E-03
   542.00000  2.90030E-03  2.90030E-03
   543.00000  2.88347E-03  2.88347E-03
   544.00000  2.86677E-03  2.86677E-03
   545.00000  2.85019E-03  2.85019E-03
   546.00000  2.83374E-03  2.83374E-03
   547.00000  2.81740E-03  2.81740E-03
   548.00000  2.80119E-03  2.80119E-03
   549.00000  2.78510E-03  2.78510E-03
   550.00000  2.76912E-03  2.76912E-03
   551.00000  2.75326E-03  2.75326E-03
   552.00000  2.73752E-03  2.73752E-03
   553.00000  2.72190E-03  2.72190E-03
   554.00000  2.70639E-03  2.70639E-03
   555.00000  2.69099E-03  2.69099E-03
   556.00000  2.67570E-03  2.67570E-03
   557.00000  2.66053E-03  2.66053E-03
   558.00000  2.64547E-03  2.64547E-03
   559.00000  2.63051E-03  2.63051E-03
   560.00000  2.61567E-03  2.61567E-03
   561.00000  2.60093E-03  2.60093E-03
   562.00000  2.58629E-03  2.58629E-03
   563.00000  2.57177E-03  2.57177E-03
   564.00000  2.55734E-03  2.55734E-03
   565.00000  2.54303E-03  2.54303E-03
   566.00000  2.52881E-03  2.52881E-03
   567.00000  2.51470E-03  2.51470E-03
   568.00000  2.50068E-03  2.50068E-03
   569.00000  2.48677E-03  2.48677E-03
   570.00000  2.47295E-03  2.47295E-03
   571.00000  2.45924E-03  2.45924E-03
   572.00000  2.44562E-03  2.44562E-03
   573.00000  2.43210E-03  2.43210E-03
   574.00000  2.41867E-03  2.41867E-03
   575.00000  2.40534E-03  2.40534E-03
   576.00000  2.39210E-03  2.39210E-03
   577.00000  2.37896E-03  2.37896E-03
   578.00000  2.36591E-03  2.36591E-03
   579.00000  2.35295E-03  2.35295E-03
   580.00000  2.34008E-03  2.34008E-03
   581.00000  2.32730E-03  2.32730E-03
   582.00000  2.31462E-03  2.31462E-03
   583.00000  2.30202E-03  2.30202E-03
   584.00000  2.28950E-03  2.28950E-03
   585.00000  2.27708E-03  2.27708E-03
   586.00000  2.26474E-03  2.26474E-03
   587.00000  2.25249E-03  2.25249E-03
   588.00000  2.24032E-03  2.24032E-03
   589.00000  2.22824E-03  2.22824E-03
   590.00000  2.21624E-03  2.21624E-03
   591.00000  2.20432E-03  2.20432E-03
   592.00000  2.19248E-03  2.19248E-03
   593.00000  2.18073E-03  2.18073E-03
   594.00000  2.16906E-03  2.16906E-03
   595.00000  2.15747E-03  2.15747E-03
   596.00000  2.14595E-03  2.14595E-03
   597.00000  2.13452E-03  2.13452E-03
   598.00000  2.12316E-03  2.12316E-03
   599.00000  2.11189E-03  2.11189E-03
   600.00000  2.10068E-03  2.10068E-03
   601.00000  2.08956E-03  2.08956E-03
   602.00000  2.07851E-03  2.07851E-03
   603.00000  2.06753E-03  2.06753E-03
   604.00000  2.05663E-03  2.05663E-03
   605.00000  2.04581E-03  2.04581E-03
   606.00000  2.03505E-03  2.03505E-03
   607.00000  2.02437E-03  2.02437E-03
   608.00000  2.01377E-03  2.01377E-03
   609.00000  2.00323E-03  2.00323E-03
   610.00000  1.99276E-03  1.99276E-03
   611.00000  1.98237E-03  1.98237E-03
   612.00000  1.97204E-03  1.97204E-03
   613.00000  1.96178E-03  1.96178E-03
   614.00000  1.95159E-03  1.95159E-03
   615.00000  1.94147E-03  1.94147E-03
   616.00000  1.93142E-03  1.93142E-03
   617.00000  1.92143E-03  1.92143E-03
   618.00000  1.91151E-03  1.91151E-03
   619.00000  1.90165E-03  1.90165E-03
   620.00000  1.89186E-03  1.89186E-03
   621.00000  1.88214E-03  1.88214E-03
   622.00000  1.87248E-03  1.87248E-03
   623.00000  1.86288E-03  1.86288E-03
   624.00000  1.85334E-03  1.85334E-03
   625.00000  1.84387E-03  1.84387E-03
   626.00000  1.83446E-03  1.83446E-03
   627.00000  1.82511E-03  1.82511E-03
   628.00000  1.81583E-03  1.81583E-03
   629.00000  1.80660E-03  1.80660E-03
   630.00000  1.79743E-03  1.79743E-03
   631.00000  1.78833E-03  1.78833E-03
   632.00000  1.77928E-03  1.77928E-03
   633.00000  1.77029E-03  1.77029E-03
   634.00000  1.76136E-03  1.76136E-03
   635.00000  1.75249E-03  1.75249E-03
   636.00000  1.74367E-03  1.74367E-03
   637.00000  1.73491E-03  1.73491E-03
   638.00000  1.72621E-03  1.72621E-03
   639.00000  1.71757E-03  1.71757E-03
   640.00000  1.70897E-03  1.70897E-03
   641.00000  1.70044E-03  1.70044E-03
   642.00000  1.69196E-03  1.69196E-03
   643.00000  1.68353E-03  1.68353E-03
   644.00000  1.67516E-03  1.67516E-03
   645.00000  1.66684E-03  1.66684E-03
   646.00000  1.65857E-03  1.65857E-03
   647.00000  1.65036E-03  1.65036E-03
   648.00000  1.64220E-03  1.64220E-03
   649.00000  1.63409E-03  1.63409E-03
   650.00000  1.62603E-03  1.62603E-03
   651.00000  1.61802E-03  1.61802E-03
   652.00000  1.61007E-03  1.61007E-03
   653.00000  1.60216E-03  1.60216E-03
   654.00000  1.59430E-03  1.59430E-03
   655.00000  1.58649E-03  1.58649E-03
   656.00000  1.57874E-03  1.57874E-03
   657.00000  1.57103E-03  1.57103E-03
   658.00000  1.56337E-03  1.56337E-03
   659.00000  1.55575E-03  1.55575E-03
   660.00000  1.54819E-03  1.54819E-03
   661.00000  1.54067E-03  1.54067E-03
   662.00000  1.53320E-03  1.53320E-03
   663.00000  1.52577E-03  1.52577E-03
   664.00000  1.51840E-03  1.51840E-03
   665.00000  1.51106E-03  1.51106E-03
   666.00000  1.50378E-03  1.50378E-03
   667.00000  1.49653E-03  1.49653E-03
   668.00000  1.48934E-03  1.48934E-03
   669.00000  1.48219E-03  1.48219E-03
   670.00000  1.47508E-03  1.47508E-03
   671.00000  1.46801E-03  1.46801E-03
   672.00000  1.46099E-03  1.46099E-03
   673.00000  1.45401E-03  1.45401E-03
   674.00000  1.44708E-03  1.44708E-03
   675.00000  1.44019E-03  1.44019E-03
   676.00000  1.43334E-03  1.43334E-03
   677.00000  1.42653E-03  1.42653E-03
   678.00000  1.41976E-03  1.41976E-03
   679.00000  1.41304E-03  1.41304E-03
   680.00000  1.40635E-03  1.40635E-03
   681.00000  1.39971E-03  1.39971E-03
   682.00000  1.39311E-03  1.39311E-03
   683.00000  1.38654E-03  1.38654E-03
   684.00000  1.38002E-03  1.38002E-03
   685.00000  1.37354E-03  1.37354E-03
   686.00000  1.36709E-03  1.36709E-03
   687.00000  1.36069E-03  1.36069E-03
   688.00000  1.35432E-03  1.35432E-03
   689.00000  1.34799E-03  1.34799E-03
   690.00000  1.34170E-03  1.34170E-03
   691.00000  1.33545E-03  1.33545E-03
   692.00000  1.32923E-03  1.32923E-03
   693.00000  1.32305E-03  1.32305E-03
   694.00000  1.31691E-03  1.31691E-03
   695.00000  1.31081E-03  1.31081E-03
   696.00000  1.30474E-03  1.30474E-03
   697.00000  1.29871E-03  1.29871E-03
   698.00000  1.29271E-03  1.29271E-03
   699.00000  1.28675E-03  1.28675E-03
   700.00000  1.28082E-03  1.28082E-03
   701.00000  1.27493E-03  1.27493E-03
   702.00000  1.26908E-03  1.26908E-03
   703.00000  1.26326E-03  1.26326E-03
   704.00000  1.25747E-03  1.25747E-03
   705.00000  1.25172E-03  1.25172E-03
   706.00000  1.24600E-03  1.24600E-03
   707.00000  1.24031E-03  1.24031E-03
   708.00000  1.23466E-03  1.23466E-03
   709.00000  1.22904E-03  1.22904E-03
   710.00000  1.22346E-03  1.22346E-03
   711.00000  1.21790E-03  1.21790E-03
   712.00000  1.21238E-03  1.21238E-03
   713.00000  1.20690E-03  1.20690E-03
   714.00000  1.20144E-03  1.20144E-03
   715.00000  1.19601E-03  1.19601E-03
   716.00000  1.19062E-03  1.19062E-03
   717.00000  1.18526E-03  1.18526E-03
   718.00000  1.17993E-03  1.17993E-03
   719.00000  1.17463E-03  1.17463E-03
   720.00000  1.16936E-03  1.16936E-03
   721.00000  1.16412E-03  1.16412E-03
   722.00000  1.15891E-03  1.15891E-03
   723.00000  1.15373E-03  1.15373E-03
   724.00000  1.14858E-03  1.14858E-03
   725.00000  1.14346E-03  1.14346E-03
   726.00000  1.13837E-03  1.13837E-03
   727.00000  1.13331E-03  1.13331E-03
   728.00000  1.12828E-03  1.12828E-03
   729.00000  1.12328E-03  1.12328E-03
   730.00000  1.11830E-03  1.11830E-03
   731.00000  1.11336E-03  1.11336E-03
   732.00000  1.10844E-03  1.10844E-03
   733.00000  1.10355E-03  1.10355E-03
   734.00000  1.09869E-03  1.09869E-03
   735.00000  1.09386E-03  1.09386E-03
   736.00000  1.08905E-03  1.08905E-03
   737.00000  1.08427E-03  1.08427E-03
   738.00000  1.07952E-03  1.07952E-03
   739.00000  1.07479E-03  1.07479E-03
   740.00000  1.07009E-03  1.07009E-03
   741.00000  1.06542E-03  1.06542E-03
   742.00000  1.06077E-03  1.06077E-03
   743.00000  1.05615E-03  1.05615E-03
   744.00000  1.05156E-03  1.05156E-03
   745.00000  1.04699E-03  1.04699E-03
   746.00000  1.04245E-03  1.04245E-03
   747.00000  1.03793E-03  1.03793E-03
   748.00000  1.03344E-03  1.03344E-03
   749.00000  1.02897E-03  1.02897E-03
   750.00000  1.02453E-03  1.02453E-03
   751.00000  1.02011E-03  1.02011E-03
   752.00000  1.01572E-03  1.01572E-03
   753.00000  1.01135E-03  1.01135E-03
   754.00000  1.00701E-03  1.00701E-03
   755.00000  1.00269E-03  1.00269E-03
   756.00000  9.98396E-04  9.98396E-04
   757.00000  9.94124E-04  9.94124E-04
   758.00000  9.89876E-04  9.89876E-04
   759.00000  9.85651E-04  9.85651E-04
   760.00000  9.81450E-04  9.81450E-04
   761.00000  9.77272E-04  9.77272E-04
   762.00000  9.73116E-04  9.73116E-04
   763.00000  9.68984E-04  9.68984E-04
   764.00000  9.64874E-04  9.64874E-04
   765.00000  9.60787E-04  9.60787E-04
   766.00000  9.56722E-04  9.56722E-04
   767.00000  9.52679E-04  9.52679E-04
   768.00000  9.48659E-04  9.48659E-04
   769.00000  9.44660E-04  9.44660E-04
   770.00000  9.40683E-04  9.40683E-04
   771.00000  9.36728E-04  9.36728E-04
   772.00000  9.32794E-04  9.32794E-04
   773.00000  9.28881E-04  9.28881E-04
   774.00000  9.24990E-04  9.24990E-04
   775.00000  9.21120E-04  9.21120E-04
   776.00000  9.17271E-04  9.17271E-04
   777.00000  9.13442E-04  9.13442E-04
   778.00000  9.09634E-04  9.09634E-04
   779.00000  9.05847E-04  9.05847E-04
   780.00000  9.02080E-04  9.02080E-04
   781.00000  8.98333E-04  8.98333E-04
   782.00000  8.94606E-04  8.94606E-04
   783.00000  8.90900E-04  8.90900E-04
   784.00000  8.87213E-04  8.87213E-04
   785.00000  8.83546E-04  8.83546E-04
   786.00000  8.79898E-04  8.79898E-04
   787.00000  8.76270E-04  8.76270E-04
   788.00000  8.72661E-04  8.72661E-04
   789.00000  8.69071E-04  8.69071E-04
   790.00000  8.65501E-04  8.65501E-04
   791.00000  8.61949E-04  8.61949E-04
   792.00000  8.58417E-04  8.58417E-04
   793.00000  8.54903E-04  8.54903E-04
   794.00000  8.51407E-04  8.51407E-04
   795.00000  8.47930E-04  8.47930E-04
   796.00000  8.44472E-04  8.44472E-04
   797.00000  8.41031E-04  8.41031E-04
   798.00000  8.37609E-04  8.37609E-04
   799.00000  8.34205E-04  8.34205E-04
   800.00000  8.30819E-04  8.30819E-04
   801.00000  8.27450E-04  8.27450E-04
   802.00000  8.24100E-04  8.24100E-04
   803.00000  8.20766E-04  8.20766E-04
   804.00000  8.17451E-04  8.17451E-04
   805.00000  8.14152E-04  8.14152E-04
   806.00000  8.10871E-04  8.10871E-04
   807.00000  8.07607E-04  8.07607E-04
   808.00000  8.04360E-04  8.04360E-04
   809.00000  8.01130E-04  8.01130E-04
   810.00000  7.97917E-04  7.97917E-04
   811.00000  7.94720E-04  7.94720E-04
   812.00000  7.91540E-04  7.91540E-04
   813.00000  7.88377E-04  7.88377E-04
   814.00000  7.85230E-04  7.85230E-04
   815.00000  7.82099E-04  7.82099E-04
   816.00000  7.78984E-04  7.78984E-04
   817.00000  7.75886E-04  7.75886E-04
   818.00000  7.72804E-04  7.72804E-04
   819.00000  7.69737E-04  7.69737E-04
   820.00000  7.66686E-04  7.66686E-04
   821.00000  7.63651E-04  7.63651E-04
   822.00000  7.60632E-04  7.60632E-04
   823.00000  7.57628E-04  7.57628E-04
   824.00000  7.54640E-04  7.54640E-04
   825.00000  7.51666E-04  7.51666E-04
   826.00000  7.48709E-04  7.48709E-04
   827.00000  7.45766E-04  7.45766E-04
   828.00000  7.42838E-04  7.42838E-04
   829.00000  7.39925E-04  7.39925E-04
   830.00000  7.37027E-04  7.37027E-04
   831.00000  7.34144E-04  7.34144E-04
   832.00000  7.31275E-04  7.31275E-04
   833.00000  7.28421E-04  7.28421E-04
   834.00000  7.25582E-04  7.25582E-04
   835.00000  7.22756E-04  7.22756E-04
   836.00000  7.19946E-04  7.19946E-04
   837.00000  7.17149E-04  7.17149E-04
   838.00000  7.14366E-04  7.14366E-04
   839.00000  7.11598E-04  7.11598E-04
   840.00000  7.08843E-04  7.08843E-04
   841.00000  7.06103E-04  7.06103E-04
   842.00000  7.03376E-04  7.03376E-04
   843.00000  7.00663E-04  7.00663E-04
   844.00000  6.97963E-04  6.97963E-04
   845.00000  6.95277E-04  6.95277E-04
   846.00000  6.92604E-04  6.92604E-04
   847.00000  6.89945E-04  6.89945E-04
   848.00000  6.87299E-04  6.87299E-04
   849.00000  6.84666E-04  6.84666E-04
   850.00000  6.82046E-04  6.82046E-04
   851.00000  6.79439E-04  6.79439E-04
   852.00000  6.76846E-04  6.76846E-04
   853.00000  6.74265E-04  6.74265E-04
   854.00000  6.71696E-04  6.71696E-04
   855.00000  6.69141E-04  6.69141E-04
   856.00000  6.66598E-04  6.66598E-04
   857.00000  6.64068E-04  6.64068E-04
   858.00000  6.61550E-04  6.61550E-04
   859.00000  6.59045E-04  6.59045E-04
   860.00000  6.56552E-04  6.56552E-04
   861.00000  6.54071E-04  6.54071E-04
   862.00000  6.51602E-04  6.51602E-04
   863.00000  6.49146E-04  6.49146E-04
   864.00000  6.46701E-04  6.46701E-04
   865.00000  6.44269E-04  6.44269E-04
   866.00000  6.41848E-04  6.41848E-04
   867.00000  6.39439E-04  6.39439E-04
   868.00000  6.37042E-04  6.37042E-04
   869.00000  6.34657E-04  6.34657E-04
   870.00000  6.32283E-04  6.32283E-04
   871.00000  6.29921E-04  6.29921E-04
   872.00000  6.27570E-04  6.27570E-04
   873.00000  6.25231E-04  6.25231E-04
   874.00000  6.22903E-04  6.22903E-04
   875.00000  6.20586E-04  6.20586E-04
   876.00000  6.18280E-04  6.18280E-04
   877.00000  6.15986E-04  6.15986E-04
   878.00000  6.13703E-04  6.13703E-04
   879.00000  6.11431E-04  6.11431E-04
   880.00000  6.09169E-04  6.09169E-04
   881.00000  6.06919E-04  6.06919E-04
   882.00000  6.04679E-04  6.04679E-04
   883.00000  6.02451E-04  6.02451E-04
   884.00000  6.00232E-04  6.00232E-04
   885.00000  5.98025E-04  5.98025E-04
   886.00000  5.95828E-04  5.95828E-04
   887.00000  5.93642E-04  5.93642E-04
   888.00000  5.91466E-04  5.91466E-04
   889.00000  5.89300E-04  5.89300E-04
   890.00000  5.87145E-04  5.87145E-04
   891.00000  5.85000E-04  5.85000E-04
   892.00000  5.82866E-04  5.82866E-04
   893.00000  5.80741E-04  5.80741E-04
   894.00000  5.78627E-04  5.78627E-04
   895.00000  5.76523E-04  5.76523E-04
   896.00000  5.74429E-04  5.74429E-04
   897.00000  5.72344E-04  5.72344E-04
   898.00000  5.70270E-04  5.70270E-04
   899.00000  5.68205E-04  5.68205E-04
   900.00000  5.66150E-04  5.66150E-04
   901.00000  5.64105E-04  5.64105E-04
   902.00000  5.62070E-04  5.62070E-04
   903.00000  5.60044E-04  5.60044E-04
   904.00000  5.58028E-04  5.58028E-04
   905.00000  5.56021E-04  5.56021E-04
   906.00000  5.54024E-04  5.54024E-04
   907.00000  5.52036E-04  5.52036E-04
   908.00000  5.50057E-04  5.50057E-04
   909.00000  5.48088E-04  5.48088E-04
   910.00000  5.46128E-04  5.46128E-04
   911.00000  5.44177E-04  5.44177E-04
   912.00000  5.42235E-04  5.42235E-04
   913.00000  5.40302E-04  5.40302E-04
   914.00000  5.38378E-04  5.38378E-04
   915.00000  5.36463E-04  5.36463E-04
   916.00000  5.34558E-04  5.34558E-04
   917.00000  5.32661E-04  5.32661E-04
   918.00000  5.30772E-04  5.30772E-04
   919.00000  5.28893E-04  5.28893E-04
   920.00000  5.27022E-04  5.27022E-04
   921.00000  5.25160E-04  5.25160E-04
   922.00000  5.23307E-04  5.23307E-04
   923.00000  5.21462E-04  5.21462E-04
   924.00000  5.19626E-04  5.19626E-04
   925.00000  5.17798E-04  5.17798E-04
   926.00000  5.15978E-04  5.15978E-04
   927.00000  5.14167E-04  5.14167E-04
   928.00000  5.12364E-04  5.12364E-04
   929.00000  5.10570E-04  5.10570E-04
   930.00000  5.08783E-04  5.08783E-04
   931.00000  5.07005E-04  5.07005E-04
   932.00000  5.05235E-04  5.05235E-04
   933.00000  5.03473E-04  5.03473E-04
   934.00000  5.01719E-04  5.01719E-04
   935.00000  4.99973E-04  4.99973E-04
   936.00000  4.98235E-04  4.98235E-04
   937.00000  4.96505E-04  4.96505E-04
   938.00000  4.94783E-04  4.94783E-04
   939.00000  4.93069E-04  4.93069E-04
   940.00000  4.91362E-04  4.91362E-04
   941.00000  4.89663E-04  4.89663E-04
   942.00000  4.87972E-04  4.87972E-04
   943.00000  4.86288E-04  4.86288E-04
   944.00000  4.84612E-04  4.84612E-04
   945.00000  4.82944E-04  4.82944E-04
   946.00000  4.81283E-04  4.81283E-04
   947.00000  4.79629E-04  4.79629E-04
   948.00000  4.77983E-04  4.77983E-04
   949.00000  4.76345E-04  4.76345E-04
   950.00000  4.74713E-04  4.74713E-04
   951.00000  4.73089E-04  4.73089E-04
   952.00000  4.71473E-04  4.71473E-04
   953.00000  4.69863E-04  4.69863E-04
   954.00000  4.68261E-04  4.68261E-04
   955.00000  4.66666E-04  4.66666E-04
   956.00000  4.65078E-04  4.65078E-04
   957.00000  4.63497E-04  4.63497E-04
   958.00000  4.61923E-04  4.61923E-04
   959.00000  4.60356E-04  4.60356E-04
   960.00000  4.58796E-04  4.58796E-04
   961.00000  4.57243E-04  4.57243E-04
   962.00000  4.55697E-04  4.55697E-04
   963.00000  4.54157E-04  4.54157E-04
   964.00000  4.52625E-04  4.52625E-04
   965.00000  4.51099E-04  4.51099E-04
   966.00000  4.49580E-04  4.49580E-04
   967.00000  4.48068E-04  4.48068E-04
   968.00000  4.46562E-04  4.46562E-04
   969.00000  4.45063E-04  4.45063E-04
   970.00000  4.43571E-04  4.43571E-04
   971.00000  4.42085E-04  4.42085E-04
   972.00000  4.40606E-04  4.40606E-04
   973.00000  4.39134E-04  4.39134E-04
   974.00000  4.37667E-04  4.37667E-04
   975.00000  4.36207E-04  4.36207E-04
   976.00000  4.34754E-04  4.34754E-04
   977.00000  4.33307E-04  4.33307E-04
   978.00000  4.31866E-04  4.31866E-04
   979.00000  4.30432E-04  4.30432E-04
   980.00000  4.29004E-04  4.29004E-04
   981.00000  4.27582E-04  4.27582E-04
   982.00000  4.26166E-04  4.26166E-04
   983.00000  4.24757E-04  4.24757E-04
   984.00000  4.23353E-04  4.23353E-04
   985.00000  4.21956E-04  4.21956E-04
   986.00000  4.20565E-04  4.20565E-04
   987.00000  4.19180E-04  4.19180E-04
   988.00000  4.17801E-04  4.17801E-04
   989.00000  4.16428E-04  4.16428E-04
   990.00000  4.15060E-04  4.15060E-04
   991.00000  4.13699E-04  4.13699E-04
   992.00000  4.12344E-04  4.12344E-04
   993.00000  4.10994E-04  4.10994E-04
   994.00000  4.09651E-04  4.09651E-04
   995.00000  4.08313E-04  4.08313E-04
   996.00000  4.06980E-04  4.06980E-04
   997.00000  4.05654E-04  4.05654E-04
   998.00000  4.04333E-04  4.04333E-04
   999.00000  4.03018E-04  4.03018E-04
  1000.00000  4.01709E-04  4.01709E-04


#
# Current date/time  : 23-Jun-2026 18:17:37
# elapsed real time  :  1.19 seconds on max-exfl-display002.desy.de
# Job time(CPU_time) :  1.19 seconds on max-exfl-display002.desy.de
